TNATURE;IENTITY;IBP;IVERSION;ISTRAT;ISCEN;CTP;MVAL
DIVID_REQ;16;1;1;1;1;30;1000
AMTZ;17;1;1;1;1;30;-20
DIVID_REQ;17;1;1;1;1;30;1000
AMTZ;18;1;1;1;1;30;-20
DIVID_REQ;18;1;1;1;1;30;1000
AMTZ;19;1;1;1;1;30;-20
AMTZ;20;1;1;1;1;30;-20
DIVID_REQ;20;1;1;1;1;30;1000
AMTZ;21;1;1;1;1;30;-20
DIVID_REQ;21;1;1;1;1;30;1000
AMTZ;22;1;1;1;1;30;-20
AMTZ;23;1;1;1;1;30;-20
DIVID_REQ;23;1;1;1;1;30;1000
AMTZ;1;1;1;1;1;31;-20
AMTZ;2;1;1;1;1;31;-20
AMTZ;3;1;1;1;1;31;-20
AMTZ;4;1;1;1;1;31;-20
AMTZ;5;1;1;1;1;31;-20
AMTZ;6;1;1;1;1;31;-20
AMTZ;7;1;1;1;1;31;-20
DIVID_REQ;7;1;1;1;1;31;1000
AMTZ;8;1;1;1;1;31;-20
DIVID_REQ;8;1;1;1;1;31;1000
AMTZ;9;1;1;1;1;31;-20
DIVID_REQ;9;1;1;1;1;31;1000
AMTZ;10;1;1;1;1;31;-20
DIVID_REQ;10;1;1;1;1;31;1000
AMTZ;11;1;1;1;1;31;-20
DIVID_REQ;11;1;1;1;1;31;1000
AMTZ;12;1;1;1;1;31;-20
AMTZ;13;1;1;1;1;31;-20
AMTZ;14;1;1;1;1;31;-20
DIVID_REQ;14;1;1;1;1;31;1000
AMTZ;15;1;1;1;1;31;-20
DIVID_REQ;15;1;1;1;1;31;1000
AMTZ;16;1;1;1;1;31;-20
DIVID_REQ;16;1;1;1;1;31;1000
AMTZ;17;1;1;1;1;31;-20
DIVID_REQ;17;1;1;1;1;31;1000
AMTZ;18;1;1;1;1;31;-20
DIVID_REQ;18;1;1;1;1;31;1000
AMTZ;19;1;1;1;1;31;-20
AMTZ;20;1;1;1;1;31;-20
DIVID_REQ;20;1;1;1;1;31;1000
AMTZ;21;1;1;1;1;31;-20
DIVID_REQ;21;1;1;1;1;31;1000
AMTZ;22;1;1;1;1;31;-20
AMTZ;23;1;1;1;1;31;-20
DIVID_REQ;23;1;1;1;1;31;1000
AMTZ;1;1;1;1;1;32;-20
AMTZ;2;1;1;1;1;32;-20
AMTZ;3;1;1;1;1;32;-20
AMTZ;4;1;1;1;1;32;-20
AMTZ;5;1;1;1;1;32;-20
AMTZ;6;1;1;1;1;32;-20
AMTZ;7;1;1;1;1;32;-20
DIVID_REQ;7;1;1;1;1;32;1000
AMTZ;8;1;1;1;1;32;-20
DIVID_REQ;8;1;1;1;1;32;1000
AMTZ;9;1;1;1;1;32;-20
DIVID_REQ;9;1;1;1;1;32;1000
AMTZ;10;1;1;1;1;32;-20
DIVID_REQ;10;1;1;1;1;32;1000
AMTZ;11;1;1;1;1;32;-20
DIVID_REQ;11;1;1;1;1;32;1000
AMTZ;12;1;1;1;1;32;-20
AMTZ;13;1;1;1;1;32;-20
AMTZ;14;1;1;1;1;32;-20
DIVID_REQ;14;1;1;1;1;32;1000
AMTZ;15;1;1;1;1;32;-20
DIVID_REQ;15;1;1;1;1;32;1000
AMTZ;16;1;1;1;1;32;-20
DIVID_REQ;16;1;1;1;1;32;1000
AMTZ;17;1;1;1;1;32;-20
DIVID_REQ;17;1;1;1;1;32;1000
AMTZ;18;1;1;1;1;32;-20
DIVID_REQ;18;1;1;1;1;32;1000
AMTZ;19;1;1;1;1;32;-20
AMTZ;20;1;1;1;1;32;-20
DIVID_REQ;20;1;1;1;1;32;1000
AMTZ;21;1;1;1;1;32;-20
DIVID_REQ;21;1;1;1;1;32;1000
AMTZ;22;1;1;1;1;32;-20
AMTZ;23;1;1;1;1;32;-20
DIVID_REQ;23;1;1;1;1;32;1000
AMTZ;1;1;1;1;1;33;-20
AMTZ;2;1;1;1;1;33;-20
AMTZ;3;1;1;1;1;33;-20
AMTZ;4;1;1;1;1;33;-20
AMTZ;5;1;1;1;1;33;-20
AMTZ;6;1;1;1;1;33;-20
AMTZ;7;1;1;1;1;33;-20
DIVID_REQ;7;1;1;1;1;33;1000
AMTZ;8;1;1;1;1;33;-20
DIVID_REQ;8;1;1;1;1;33;1000
AMTZ;9;1;1;1;1;33;-20
DIVID_REQ;9;1;1;1;1;33;1000
AMTZ;10;1;1;1;1;33;-20
DIVID_REQ;10;1;1;1;1;33;1000
AMTZ;11;1;1;1;1;33;-20
DIVID_REQ;11;1;1;1;1;33;1000
AMTZ;12;1;1;1;1;33;-20
AMTZ;13;1;1;1;1;33;-20
AMTZ;14;1;1;1;1;33;-20
DIVID_REQ;14;1;1;1;1;33;1000
AMTZ;15;1;1;1;1;33;-20
DIVID_REQ;15;1;1;1;1;33;1000
AMTZ;16;1;1;1;1;33;-20
DIVID_REQ;16;1;1;1;1;33;1000
AMTZ;17;1;1;1;1;33;-20
DIVID_REQ;17;1;1;1;1;33;1000
AMTZ;18;1;1;1;1;33;-20
DIVID_REQ;18;1;1;1;1;33;1000
AMTZ;19;1;1;1;1;33;-20
AMTZ;20;1;1;1;1;33;-20
DIVID_REQ;20;1;1;1;1;33;1000
AMTZ;21;1;1;1;1;33;-20
DIVID_REQ;21;1;1;1;1;33;1000
AMTZ;22;1;1;1;1;33;-20
AMTZ;23;1;1;1;1;33;-20
DIVID_REQ;23;1;1;1;1;33;1000
AMTZ;1;1;1;1;1;34;-20
AMTZ;2;1;1;1;1;34;-20
AMTZ;3;1;1;1;1;34;-20
AMTZ;4;1;1;1;1;34;-20
AMTZ;5;1;1;1;1;34;-20
AMTZ;6;1;1;1;1;34;-20
AMTZ;7;1;1;1;1;34;-20
DIVID_REQ;7;1;1;1;1;34;1000
AMTZ;8;1;1;1;1;34;-20
DIVID_REQ;8;1;1;1;1;34;1000
AMTZ;9;1;1;1;1;34;-20
DIVID_REQ;9;1;1;1;1;34;1000
AMTZ;10;1;1;1;1;34;-20
DIVID_REQ;10;1;1;1;1;34;1000
AMTZ;11;1;1;1;1;34;-20
DIVID_REQ;11;1;1;1;1;34;1000
AMTZ;12;1;1;1;1;34;-20
AMTZ;13;1;1;1;1;34;-20
AMTZ;14;1;1;1;1;34;-20
DIVID_REQ;14;1;1;1;1;34;1000
AMTZ;15;1;1;1;1;34;-20
DIVID_REQ;15;1;1;1;1;34;1000
AMTZ;16;1;1;1;1;34;-20
DIVID_REQ;16;1;1;1;1;34;1000
AMTZ;17;1;1;1;1;34;-20
DIVID_REQ;17;1;1;1;1;34;1000
AMTZ;18;1;1;1;1;34;-20
DIVID_REQ;18;1;1;1;1;34;1000
AMTZ;19;1;1;1;1;34;-20
AMTZ;20;1;1;1;1;34;-20
DIVID_REQ;20;1;1;1;1;34;1000
AMTZ;21;1;1;1;1;34;-20
DIVID_REQ;21;1;1;1;1;34;1000
AMTZ;22;1;1;1;1;34;-20
AMTZ;23;1;1;1;1;34;-20
DIVID_REQ;23;1;1;1;1;34;1000
AMTZ;1;1;1;1;1;35;-20
AMTZ;2;1;1;1;1;35;-20
AMTZ;3;1;1;1;1;35;-20
AMTZ;4;1;1;1;1;35;-20
AMTZ;5;1;1;1;1;35;-20
AMTZ;6;1;1;1;1;35;-20
AMTZ;7;1;1;1;1;35;-20
DIVID_REQ;7;1;1;1;1;35;1000
AMTZ;8;1;1;1;1;35;-20
DIVID_REQ;8;1;1;1;1;35;1000
AMTZ;9;1;1;1;1;35;-20
DIVID_REQ;9;1;1;1;1;35;1000
AMTZ;10;1;1;1;1;35;-20
DIVID_REQ;10;1;1;1;1;35;1000
AMTZ;11;1;1;1;1;35;-20
DIVID_REQ;11;1;1;1;1;35;1000
AMTZ;12;1;1;1;1;35;-20
AMTZ;13;1;1;1;1;35;-20
AMTZ;14;1;1;1;1;35;-20
DIVID_REQ;14;1;1;1;1;35;1000
AMTZ;15;1;1;1;1;35;-20
DIVID_REQ;15;1;1;1;1;35;1000
AMTZ;16;1;1;1;1;35;-20
DIVID_REQ;16;1;1;1;1;35;1000
AMTZ;17;1;1;1;1;35;-20
DIVID_REQ;17;1;1;1;1;35;1000
AMTZ;18;1;1;1;1;35;-20
DIVID_REQ;18;1;1;1;1;35;1000
AMTZ;19;1;1;1;1;35;-20
AMTZ;20;1;1;1;1;35;-20
DIVID_REQ;20;1;1;1;1;35;1000
AMTZ;21;1;1;1;1;35;-20
DIVID_REQ;21;1;1;1;1;35;1000
AMTZ;22;1;1;1;1;35;-20
AMTZ;23;1;1;1;1;35;-20
DIVID_REQ;23;1;1;1;1;35;1000
AMTZ;1;1;1;1;1;36;-20
AMTZ;2;1;1;1;1;36;-20
AMTZ;3;1;1;1;1;36;-20
AMTZ;4;1;1;1;1;36;-20
AMTZ;5;1;1;1;1;36;-20
AMTZ;6;1;1;1;1;36;-20
AMTZ;7;1;1;1;1;36;-20
DIVID_REQ;7;1;1;1;1;36;1000
AMTZ;8;1;1;1;1;36;-20
DIVID_REQ;8;1;1;1;1;36;1000
AMTZ;9;1;1;1;1;36;-20
DIVID_REQ;9;1;1;1;1;36;1000
AMTZ;10;1;1;1;1;36;-20
DIVID_REQ;10;1;1;1;1;36;1000
AMTZ;11;1;1;1;1;36;-20
DIVID_REQ;11;1;1;1;1;36;1000
AMTZ;12;1;1;1;1;36;-20
AMTZ;13;1;1;1;1;36;-20
AMTZ;14;1;1;1;1;36;-20
DIVID_REQ;14;1;1;1;1;36;1000
AMTZ;15;1;1;1;1;36;-20
DIVID_REQ;15;1;1;1;1;36;1000
AMTZ;16;1;1;1;1;36;-20
DIVID_REQ;16;1;1;1;1;36;1000
AMTZ;17;1;1;1;1;36;-20
DIVID_REQ;17;1;1;1;1;36;1000
AMTZ;18;1;1;1;1;36;-20
DIVID_REQ;18;1;1;1;1;36;1000
AMTZ;19;1;1;1;1;36;-20
AMTZ;20;1;1;1;1;36;-20
DIVID_REQ;20;1;1;1;1;36;1000
AMTZ;21;1;1;1;1;36;-20
DIVID_REQ;21;1;1;1;1;36;1000
AMTZ;22;1;1;1;1;36;-20
AMTZ;23;1;1;1;1;36;-20
DIVID_REQ;23;1;1;1;1;36;1000
AMTZ;1;1;1;1;1;37;-20
AMTZ;2;1;1;1;1;37;-20
AMTZ;3;1;1;1;1;37;-20
AMTZ;4;1;1;1;1;37;-20
AMTZ;5;1;1;1;1;37;-20
AMTZ;6;1;1;1;1;37;-20
AMTZ;7;1;1;1;1;37;-20
DIVID_REQ;7;1;1;1;1;37;1000
AMTZ;8;1;1;1;1;37;-20
DIVID_REQ;8;1;1;1;1;37;1000
AMTZ;9;1;1;1;1;37;-20
DIVID_REQ;9;1;1;1;1;37;1000
AMTZ;10;1;1;1;1;37;-20
DIVID_REQ;10;1;1;1;1;37;1000
AMTZ;11;1;1;1;1;37;-20
DIVID_REQ;11;1;1;1;1;37;1000
AMTZ;12;1;1;1;1;37;-20
AMTZ;13;1;1;1;1;37;-20
AMTZ;14;1;1;1;1;37;-20
DIVID_REQ;14;1;1;1;1;37;1000
AMTZ;15;1;1;1;1;37;-20
DIVID_REQ;15;1;1;1;1;37;1000
AMTZ;16;1;1;1;1;37;-20
DIVID_REQ;16;1;1;1;1;37;1000
AMTZ;17;1;1;1;1;37;-20
DIVID_REQ;17;1;1;1;1;37;1000
AMTZ;18;1;1;1;1;37;-20
DIVID_REQ;18;1;1;1;1;37;1000
AMTZ;19;1;1;1;1;37;-20
AMTZ;20;1;1;1;1;37;-20
DIVID_REQ;20;1;1;1;1;37;1000
AMTZ;21;1;1;1;1;37;-20
DIVID_REQ;21;1;1;1;1;37;1000
AMTZ;22;1;1;1;1;37;-20
AMTZ;23;1;1;1;1;37;-20
DIVID_REQ;23;1;1;1;1;37;1000
AMTZ;1;1;1;1;1;38;-20
AMTZ;2;1;1;1;1;38;-20
AMTZ;3;1;1;1;1;38;-20
AMTZ;4;1;1;1;1;38;-20
AMTZ;5;1;1;1;1;38;-20
AMTZ;6;1;1;1;1;38;-20
AMTZ;7;1;1;1;1;38;-20
DIVID_REQ;7;1;1;1;1;38;1000
AMTZ;8;1;1;1;1;38;-20
DIVID_REQ;8;1;1;1;1;38;1000
AMTZ;9;1;1;1;1;38;-20
DIVID_REQ;9;1;1;1;1;38;1000
AMTZ;10;1;1;1;1;38;-20
DIVID_REQ;10;1;1;1;1;38;1000
AMTZ;11;1;1;1;1;38;-20
DIVID_REQ;11;1;1;1;1;38;1000
AMTZ;12;1;1;1;1;38;-20
AMTZ;13;1;1;1;1;38;-20
AMTZ;14;1;1;1;1;38;-20
DIVID_REQ;14;1;1;1;1;38;1000
AMTZ;15;1;1;1;1;38;-20
DIVID_REQ;15;1;1;1;1;38;1000
AMTZ;16;1;1;1;1;38;-20
DIVID_REQ;16;1;1;1;1;38;1000
AMTZ;17;1;1;1;1;38;-20
DIVID_REQ;17;1;1;1;1;38;1000
AMTZ;18;1;1;1;1;38;-20
DIVID_REQ;18;1;1;1;1;38;1000
AMTZ;19;1;1;1;1;38;-20
AMTZ;20;1;1;1;1;38;-20
DIVID_REQ;20;1;1;1;1;38;1000
AMTZ;21;1;1;1;1;38;-20
DIVID_REQ;21;1;1;1;1;38;1000
AMTZ;22;1;1;1;1;38;-20
AMTZ;23;1;1;1;1;38;-20
DIVID_REQ;23;1;1;1;1;38;1000
AMTZ;1;1;1;1;1;39;-20
AMTZ;2;1;1;1;1;39;-20
AMTZ;3;1;1;1;1;39;-20
AMTZ;4;1;1;1;1;39;-20
AMTZ;5;1;1;1;1;39;-20
AMTZ;6;1;1;1;1;39;-20
AMTZ;7;1;1;1;1;39;-20
DIVID_REQ;7;1;1;1;1;39;1000
AMTZ;8;1;1;1;1;39;-20
DIVID_REQ;8;1;1;1;1;39;1000
AMTZ;9;1;1;1;1;39;-20
DIVID_REQ;9;1;1;1;1;39;1000
AMTZ;10;1;1;1;1;39;-20
DIVID_REQ;10;1;1;1;1;39;1000
AMTZ;11;1;1;1;1;39;-20
DIVID_REQ;11;1;1;1;1;39;1000
AMTZ;12;1;1;1;1;39;-20
AMTZ;13;1;1;1;1;39;-20
AMTZ;14;1;1;1;1;39;-20
DIVID_REQ;14;1;1;1;1;39;1000
AMTZ;15;1;1;1;1;39;-20
DIVID_REQ;15;1;1;1;1;39;1000
AMTZ;16;1;1;1;1;39;-20
DIVID_REQ;16;1;1;1;1;39;1000
AMTZ;17;1;1;1;1;39;-20
DIVID_REQ;17;1;1;1;1;39;1000
AMTZ;18;1;1;1;1;39;-20
DIVID_REQ;18;1;1;1;1;39;1000
AMTZ;19;1;1;1;1;39;-20
AMTZ;20;1;1;1;1;39;-20
DIVID_REQ;20;1;1;1;1;39;1000
AMTZ;21;1;1;1;1;39;-20
DIVID_REQ;21;1;1;1;1;39;1000
AMTZ;22;1;1;1;1;39;-20
AMTZ;23;1;1;1;1;39;-20
DIVID_REQ;23;1;1;1;1;39;1000
AMTZ;1;1;1;1;1;40;-20
AMTZ;2;1;1;1;1;40;-20
AMTZ;3;1;1;1;1;40;-20
AMTZ;4;1;1;1;1;40;-20
AMTZ;5;1;1;1;1;40;-20
AMTZ;6;1;1;1;1;40;-20
AMTZ;7;1;1;1;1;40;-20
DIVID_REQ;7;1;1;1;1;40;1000
AMTZ;8;1;1;1;1;40;-20
DIVID_REQ;8;1;1;1;1;40;1000
AMTZ;9;1;1;1;1;40;-20
DIVID_REQ;9;1;1;1;1;40;1000
AMTZ;10;1;1;1;1;40;-20
DIVID_REQ;10;1;1;1;1;40;1000
AMTZ;11;1;1;1;1;40;-20
DIVID_REQ;11;1;1;1;1;40;1000
AMTZ;12;1;1;1;1;40;-20
AMTZ;13;1;1;1;1;40;-20
AMTZ;14;1;1;1;1;40;-20
DIVID_REQ;14;1;1;1;1;40;1000
AMTZ;15;1;1;1;1;40;-20
DIVID_REQ;15;1;1;1;1;40;1000
AMTZ;16;1;1;1;1;40;-20
DIVID_REQ;16;1;1;1;1;40;1000
AMTZ;17;1;1;1;1;40;-20
DIVID_REQ;17;1;1;1;1;40;1000
AMTZ;18;1;1;1;1;40;-20
DIVID_REQ;18;1;1;1;1;40;1000
AMTZ;19;1;1;1;1;40;-20
AMTZ;20;1;1;1;1;40;-20
DIVID_REQ;20;1;1;1;1;40;1000
AMTZ;21;1;1;1;1;40;-20
DIVID_REQ;21;1;1;1;1;40;1000
AMTZ;22;1;1;1;1;40;-20
AMTZ;23;1;1;1;1;40;-20
DIVID_REQ;23;1;1;1;1;40;1000
AMTZ;1;1;1;1;1;41;-20
AMTZ;2;1;1;1;1;41;-20
AMTZ;3;1;1;1;1;41;-20
AMTZ;4;1;1;1;1;41;-20
AMTZ;5;1;1;1;1;41;-20
AMTZ;6;1;1;1;1;41;-20
AMTZ;7;1;1;1;1;41;-20
DIVID_REQ;7;1;1;1;1;41;1000
AMTZ;8;1;1;1;1;41;-20
DIVID_REQ;8;1;1;1;1;41;1000
AMTZ;9;1;1;1;1;41;-20
DIVID_REQ;9;1;1;1;1;41;1000
AMTZ;10;1;1;1;1;41;-20
DIVID_REQ;10;1;1;1;1;41;1000
AMTZ;11;1;1;1;1;41;-20
DIVID_REQ;11;1;1;1;1;41;1000
AMTZ;12;1;1;1;1;41;-20
AMTZ;13;1;1;1;1;41;-20
AMTZ;14;1;1;1;1;41;-20
DIVID_REQ;14;1;1;1;1;41;1000
AMTZ;15;1;1;1;1;41;-20
DIVID_REQ;15;1;1;1;1;41;1000
AMTZ;16;1;1;1;1;41;-20
DIVID_REQ;16;1;1;1;1;41;1000
AMTZ;17;1;1;1;1;41;-20
DIVID_REQ;17;1;1;1;1;41;1000
AMTZ;18;1;1;1;1;41;-20
DIVID_REQ;18;1;1;1;1;41;1000
AMTZ;19;1;1;1;1;41;-20
AMTZ;20;1;1;1;1;41;-20
DIVID_REQ;20;1;1;1;1;41;1000
AMTZ;21;1;1;1;1;41;-20
DIVID_REQ;21;1;1;1;1;41;1000
AMTZ;22;1;1;1;1;41;-20
AMTZ;23;1;1;1;1;41;-20
DIVID_REQ;23;1;1;1;1;41;1000
AMTZ;1;1;1;1;1;42;-20
AMTZ;2;1;1;1;1;42;-20
AMTZ;3;1;1;1;1;42;-20
AMTZ;4;1;1;1;1;42;-20
AMTZ;5;1;1;1;1;42;-20
AMTZ;6;1;1;1;1;42;-20
AMTZ;7;1;1;1;1;42;-20
DIVID_REQ;7;1;1;1;1;42;1000
AMTZ;8;1;1;1;1;42;-20
DIVID_REQ;8;1;1;1;1;42;1000
AMTZ;9;1;1;1;1;42;-20
DIVID_REQ;9;1;1;1;1;42;1000
AMTZ;10;1;1;1;1;42;-20
DIVID_REQ;10;1;1;1;1;42;1000
AMTZ;11;1;1;1;1;42;-20
DIVID_REQ;11;1;1;1;1;42;1000
AMTZ;12;1;1;1;1;42;-20
AMTZ;13;1;1;1;1;42;-20
AMTZ;14;1;1;1;1;42;-20
DIVID_REQ;14;1;1;1;1;42;1000
AMTZ;15;1;1;1;1;42;-20
DIVID_REQ;15;1;1;1;1;42;1000
AMTZ;16;1;1;1;1;42;-20
DIVID_REQ;16;1;1;1;1;42;1000
AMTZ;17;1;1;1;1;42;-20
DIVID_REQ;17;1;1;1;1;42;1000
AMTZ;18;1;1;1;1;42;-20
DIVID_REQ;18;1;1;1;1;42;1000
AMTZ;19;1;1;1;1;42;-20
AMTZ;20;1;1;1;1;42;-20
DIVID_REQ;20;1;1;1;1;42;1000
AMTZ;21;1;1;1;1;42;-20
DIVID_REQ;21;1;1;1;1;42;1000
AMTZ;22;1;1;1;1;42;-20
AMTZ;23;1;1;1;1;42;-20
DIVID_REQ;23;1;1;1;1;42;1000
AMTZ;1;1;1;1;1;43;-20
AMTZ;2;1;1;1;1;43;-20
AMTZ;3;1;1;1;1;43;-20
AMTZ;4;1;1;1;1;43;-20
AMTZ;5;1;1;1;1;43;-20
AMTZ;6;1;1;1;1;43;-20
AMTZ;7;1;1;1;1;43;-20
DIVID_REQ;7;1;1;1;1;43;1000
AMTZ;8;1;1;1;1;43;-20
DIVID_REQ;8;1;1;1;1;43;1000
AMTZ;9;1;1;1;1;43;-20
DIVID_REQ;9;1;1;1;1;43;1000
AMTZ;10;1;1;1;1;43;-20
DIVID_REQ;10;1;1;1;1;43;1000
AMTZ;11;1;1;1;1;43;-20
DIVID_REQ;11;1;1;1;1;43;1000
AMTZ;12;1;1;1;1;43;-20
AMTZ;13;1;1;1;1;43;-20
AMTZ;14;1;1;1;1;43;-20
DIVID_REQ;14;1;1;1;1;43;1000
AMTZ;15;1;1;1;1;43;-20
DIVID_REQ;15;1;1;1;1;43;1000
AMTZ;16;1;1;1;1;43;-20
DIVID_REQ;16;1;1;1;1;43;1000
AMTZ;17;1;1;1;1;43;-20
DIVID_REQ;17;1;1;1;1;43;1000
AMTZ;18;1;1;1;1;43;-20
DIVID_REQ;18;1;1;1;1;43;1000
AMTZ;19;1;1;1;1;43;-20
AMTZ;20;1;1;1;1;43;-20
DIVID_REQ;20;1;1;1;1;43;1000
AMTZ;21;1;1;1;1;43;-20
DIVID_REQ;21;1;1;1;1;43;1000
AMTZ;22;1;1;1;1;43;-20
AMTZ;23;1;1;1;1;43;-20
DIVID_REQ;23;1;1;1;1;43;1000
AMTZ;1;1;1;1;1;44;-20
AMTZ;2;1;1;1;1;44;-20
AMTZ;3;1;1;1;1;44;-20
AMTZ;4;1;1;1;1;44;-20
AMTZ;5;1;1;1;1;44;-20
AMTZ;6;1;1;1;1;44;-20
AMTZ;7;1;1;1;1;44;-20
DIVID_REQ;7;1;1;1;1;44;1000
AMTZ;8;1;1;1;1;44;-20
DIVID_REQ;8;1;1;1;1;44;1000
AMTZ;9;1;1;1;1;44;-20
DIVID_REQ;9;1;1;1;1;44;1000
AMTZ;10;1;1;1;1;44;-20
DIVID_REQ;10;1;1;1;1;44;1000
AMTZ;11;1;1;1;1;44;-20
DIVID_REQ;11;1;1;1;1;44;1000
AMTZ;12;1;1;1;1;44;-20
AMTZ;13;1;1;1;1;44;-20
AMTZ;14;1;1;1;1;44;-20
DIVID_REQ;14;1;1;1;1;44;1000
AMTZ;15;1;1;1;1;44;-20
DIVID_REQ;15;1;1;1;1;44;1000
AMTZ;16;1;1;1;1;44;-20
DIVID_REQ;16;1;1;1;1;44;1000
AMTZ;17;1;1;1;1;44;-20
DIVID_REQ;17;1;1;1;1;44;1000
AMTZ;18;1;1;1;1;44;-20
DIVID_REQ;18;1;1;1;1;44;1000
AMTZ;19;1;1;1;1;44;-20
AMTZ;20;1;1;1;1;44;-20
DIVID_REQ;20;1;1;1;1;44;1000
AMTZ;21;1;1;1;1;44;-20
DIVID_REQ;21;1;1;1;1;44;1000
AMTZ;22;1;1;1;1;44;-20
AMTZ;23;1;1;1;1;44;-20
DIVID_REQ;23;1;1;1;1;44;1000
AMTZ;1;1;1;1;1;45;-20
AMTZ;2;1;1;1;1;45;-20
AMTZ;3;1;1;1;1;45;-20
AMTZ;4;1;1;1;1;45;-20
AMTZ;5;1;1;1;1;45;-20
AMTZ;6;1;1;1;1;45;-20
AMTZ;7;1;1;1;1;45;-20
DIVID_REQ;7;1;1;1;1;45;1000
AMTZ;8;1;1;1;1;45;-20
DIVID_REQ;8;1;1;1;1;45;1000
AMTZ;9;1;1;1;1;45;-20
DIVID_REQ;9;1;1;1;1;45;1000
AMTZ;10;1;1;1;1;45;-20
DIVID_REQ;10;1;1;1;1;45;1000
AMTZ;11;1;1;1;1;45;-20
DIVID_REQ;11;1;1;1;1;45;1000
AMTZ;12;1;1;1;1;45;-20
AMTZ;13;1;1;1;1;45;-20
AMTZ;14;1;1;1;1;45;-20
DIVID_REQ;14;1;1;1;1;45;1000
AMTZ;15;1;1;1;1;45;-20
DIVID_REQ;15;1;1;1;1;45;1000
AMTZ;16;1;1;1;1;45;-20
DIVID_REQ;16;1;1;1;1;45;1000
AMTZ;17;1;1;1;1;45;-20
DIVID_REQ;17;1;1;1;1;45;1000
AMTZ;18;1;1;1;1;45;-20
DIVID_REQ;18;1;1;1;1;45;1000
AMTZ;19;1;1;1;1;45;-20
AMTZ;20;1;1;1;1;45;-20
DIVID_REQ;20;1;1;1;1;45;1000
AMTZ;21;1;1;1;1;45;-20
DIVID_REQ;21;1;1;1;1;45;1000
AMTZ;22;1;1;1;1;45;-20
AMTZ;23;1;1;1;1;45;-20
DIVID_REQ;23;1;1;1;1;45;1000
AMTZ;1;1;1;1;1;46;-20
AMTZ;2;1;1;1;1;46;-20
AMTZ;3;1;1;1;1;46;-20
AMTZ;4;1;1;1;1;46;-20
AMTZ;5;1;1;1;1;46;-20
AMTZ;6;1;1;1;1;46;-20
AMTZ;7;1;1;1;1;46;-20
DIVID_REQ;7;1;1;1;1;46;1000
AMTZ;8;1;1;1;1;46;-20
DIVID_REQ;8;1;1;1;1;46;1000
AMTZ;9;1;1;1;1;46;-20
DIVID_REQ;9;1;1;1;1;46;1000
AMTZ;10;1;1;1;1;46;-20
DIVID_REQ;10;1;1;1;1;46;1000
AMTZ;11;1;1;1;1;46;-20
DIVID_REQ;11;1;1;1;1;46;1000
AMTZ;12;1;1;1;1;46;-20
AMTZ;13;1;1;1;1;46;-20
AMTZ;14;1;1;1;1;46;-20
DIVID_REQ;14;1;1;1;1;46;1000
AMTZ;15;1;1;1;1;46;-20
DIVID_REQ;15;1;1;1;1;46;1000
AMTZ;16;1;1;1;1;46;-20
DIVID_REQ;16;1;1;1;1;46;1000
AMTZ;17;1;1;1;1;46;-20
DIVID_REQ;17;1;1;1;1;46;1000
AMTZ;18;1;1;1;1;46;-20
DIVID_REQ;18;1;1;1;1;46;1000
AMTZ;19;1;1;1;1;46;-20
AMTZ;20;1;1;1;1;46;-20
DIVID_REQ;20;1;1;1;1;46;1000
AMTZ;21;1;1;1;1;46;-20
DIVID_REQ;21;1;1;1;1;46;1000
AMTZ;22;1;1;1;1;46;-20
AMTZ;23;1;1;1;1;46;-20
DIVID_REQ;23;1;1;1;1;46;1000
AMTZ;1;1;1;1;1;47;-20
AMTZ;2;1;1;1;1;47;-20
AMTZ;3;1;1;1;1;47;-20
AMTZ;4;1;1;1;1;47;-20
AMTZ;5;1;1;1;1;47;-20
AMTZ;6;1;1;1;1;47;-20
AMTZ;7;1;1;1;1;47;-20
DIVID_REQ;7;1;1;1;1;47;1000
AMTZ;8;1;1;1;1;47;-20
DIVID_REQ;8;1;1;1;1;47;1000
AMTZ;9;1;1;1;1;47;-20
DIVID_REQ;9;1;1;1;1;47;1000
AMTZ;10;1;1;1;1;47;-20
DIVID_REQ;10;1;1;1;1;47;1000
AMTZ;11;1;1;1;1;47;-20
DIVID_REQ;11;1;1;1;1;47;1000
AMTZ;12;1;1;1;1;47;-20
AMTZ;13;1;1;1;1;47;-20
AMTZ;14;1;1;1;1;47;-20
DIVID_REQ;14;1;1;1;1;47;1000
AMTZ;15;1;1;1;1;47;-20
DIVID_REQ;15;1;1;1;1;47;1000
AMTZ;16;1;1;1;1;47;-20
DIVID_REQ;16;1;1;1;1;47;1000
AMTZ;17;1;1;1;1;47;-20
DIVID_REQ;17;1;1;1;1;47;1000
AMTZ;18;1;1;1;1;47;-20
DIVID_REQ;18;1;1;1;1;47;1000
AMTZ;19;1;1;1;1;47;-20
AMTZ;20;1;1;1;1;47;-20
DIVID_REQ;20;1;1;1;1;47;1000
AMTZ;21;1;1;1;1;47;-20
DIVID_REQ;21;1;1;1;1;47;1000
AMTZ;22;1;1;1;1;47;-20
AMTZ;23;1;1;1;1;47;-20
DIVID_REQ;23;1;1;1;1;47;1000
AMTZ;1;1;1;1;1;48;-20
AMTZ;2;1;1;1;1;48;-20
AMTZ;3;1;1;1;1;48;-20
AMTZ;4;1;1;1;1;48;-20
AMTZ;5;1;1;1;1;48;-20
AMTZ;6;1;1;1;1;48;-20
AMTZ;7;1;1;1;1;48;-20
